GPS Time, Device Time, Longitude, Latitude,GPS Speed(km/h), Horizontal Dilution of Precision, Altitude(m), Bearing, Gravity X(G), Gravity Y(G), Gravity Z(G),
Sat Aug 03 15:05:39 GMT-05:00 2024,03-ago-2024 15:05:40.293,-74.10498982295394,4.6051656268537045,0.0,3.5,2587.0,0.0,-0.24,0.57,0.67,
Sat Aug 03 15:05:40 GMT-05:00 2024,03-ago-2024 15:05:41.293,-74.10499175079167,4.605168937705457,3.059999790191654,3.5,2586.0,333.79998779296875,-0.2,0.57,0.68,
Sat Aug 03 15:05:41 GMT-05:00 2024,03-ago-2024 15:05:42.293,-74.10499669611454,4.605170823633671,0.9359999408721933,3.0,2586.0,333.79998779296875,-0.13,0.43,0.79,
Sat Aug 03 15:05:42 GMT-05:00 2024,03-ago-2024 15:05:43.294,-74.10499594174325,4.605170362628996,0.7559999563694006,3.0,2586.0,333.79998779296875,-0.09,0.42,0.79,
Sat Aug 03 15:05:43 GMT-05:00 2024,03-ago-2024 15:05:44.297,-74.10499409772456,4.605170865543187,0.143999992966652,3.0,2585.0,333.79998779296875,-0.1,0.39,0.81,
Sat Aug 03 15:05:44 GMT-05:00 2024,03-ago-2024 15:05:45.292,-74.10499015823007,4.605166590772569,0.0,3.0,2585.0,0.0,0.3,0.48,0.67,
Sat Aug 03 15:05:45 GMT-05:00 2024,03-ago-2024 15:05:46.295,-74.10499015823007,4.605166590772569,0.0,3.0,2585.0,0.0,0.04,0.47,0.77,
Sat Aug 03 15:05:46 GMT-05:00 2024,03-ago-2024 15:05:47.295,-74.10499015823007,4.605166590772569,0.0,3.0,2585.0,0.0,-0.18,0.14,0.74,
Sat Aug 03 15:05:47 GMT-05:00 2024,03-ago-2024 15:05:48.294,-74.1049883980304,4.6051653334870934,1.40399991130829,3.5,2584.0,333.79998779296875,-0.18,-0.24,0.81,
Sat Aug 03 15:05:48 GMT-05:00 2024,03-ago-2024 15:05:49.296,-74.10498739220202,4.605167345143855,3.419999866485597,4.0,2584.0,333.79998779296875,-0.31,-0.17,0.8,
Sat Aug 03 15:05:49 GMT-05:00 2024,03-ago-2024 15:05:50.297,-74.10498261451721,4.60517568513751,4.103999839782716,5.0,2584.0,333.79998779296875,0.42,0.1,0.82,
Sat Aug 03 15:05:50 GMT-05:00 2024,03-ago-2024 15:05:51.297,-74.10497456789017,4.605183941312134,4.283999663352972,6.0,2584.0,333.79998779296875,0.24,0.04,0.85,
Sat Aug 03 15:05:51 GMT-05:00 2024,03-ago-2024 15:05:52.297,-74.1049691196531,4.605176984332502,2.267999922752381,6.5,2584.0,333.79998779296875,0.24,0.04,0.86,
